instance_id,tree_type,area_pixels,bbox_x,bbox_y,bbox_x2,bbox_y2,bbox_width,bbox_height,centroid_x,centroid_y
1,Tree - jenis belum teridentifikasi,1458,486,0,545,38,60,39,511.55,14.13
2,Tree - jenis belum teridentifikasi,229,2033,0,2047,21,15,22,2040.64,8.66
3,Tree - jenis belum teridentifikasi,115,131,8,144,19,14,12,138.28,13.51
4,Tree - jenis belum teridentifikasi,491,84,4,116,24,33,21,99.86,13.7
5,Tree - jenis belum teridentifikasi,1016,62,0,96,42,35,43,75.93,20.13
6,Tree - jenis belum teridentifikasi,1219,546,0,587,47,42,48,567.13,20.82
7,Tree - jenis belum teridentifikasi,873,671,17,714,52,44,36,693.63,35.62
8,Tree - jenis belum teridentifikasi,260,573,40,597,58,25,19,587.13,49.07
9,Tree - jenis belum teridentifikasi,1752,127,16,177,79,51,64,152.47,53.52
10,Tree - jenis belum teridentifikasi,190,35,57,55,71,21,15,45.41,63.38
11,Tree - jenis belum teridentifikasi,3294,50,15,135,99,86,85,94.15,55.31
12,Tree - jenis belum teridentifikasi,74,712,63,719,78,8,16,715.35,69.36
13,Tree - jenis belum teridentifikasi,22,690,65,695,70,6,6,692.95,68.14
14,Tree - jenis belum teridentifikasi,223,29,64,46,83,18,20,35.57,74.0
15,Tree - jenis belum teridentifikasi,559,562,56,597,95,36,40,578.65,76.47
16,Tree - jenis belum teridentifikasi,485,592,61,616,100,25,40,604.51,82.7
17,Tree - jenis belum teridentifikasi,654,209,72,240,104,32,33,225.2,87.71
18,Tree - jenis belum teridentifikasi,501,707,78,735,109,29,32,721.3,93.2
19,Tree - jenis belum teridentifikasi,155,235,83,250,97,16,15,242.8,89.92
20,Tree - jenis belum teridentifikasi,338,31,81,50,109,20,29,40.41,92.18
21,Tree - jenis belum teridentifikasi,4409,63,57,154,132,92,76,108.42,99.4
22,Tree - jenis belum teridentifikasi,814,155,78,180,121,26,44,166.16,97.7
23,Tree - jenis belum teridentifikasi,138,625,109,638,122,14,14,631.69,115.81
24,Tree - jenis belum teridentifikasi,193,25,111,43,130,19,20,32.85,120.68
25,Tree - jenis belum teridentifikasi,97,549,121,560,131,12,11,555.08,125.91
26,Tree - jenis belum teridentifikasi,245,517,131,535,151,19,21,524.43,140.84
27,Tree - jenis belum teridentifikasi,126,636,132,648,148,13,17,641.67,140.2
28,Tree - jenis belum teridentifikasi,237,597,132,614,150,18,19,606.06,140.86
29,Tree - jenis belum teridentifikasi,137,579,133,591,153,13,21,585.07,142.85
30,Tree - jenis belum teridentifikasi,432,397,135,425,159,29,25,411.93,146.9
31,Tree - jenis belum teridentifikasi,200,14,138,33,156,20,19,20.85,147.28
32,Tree - jenis belum teridentifikasi,1266,735,133,782,185,48,53,756.96,158.09
33,Tree - jenis belum teridentifikasi,543,713,146,740,177,28,32,727.5,160.92
34,Tree - jenis belum teridentifikasi,105,594,159,607,169,14,11,600.25,164.17
35,Tree - jenis belum teridentifikasi,223,576,159,593,179,18,21,584.79,168.88
36,Tree - jenis belum teridentifikasi,274,615,155,640,174,26,20,625.43,165.38
37,Tree - jenis belum teridentifikasi,2754,222,138,285,202,64,65,252.82,169.71
38,Tree - jenis belum teridentifikasi,192,413,166,428,183,16,18,420.51,174.36
39,Tree - jenis belum teridentifikasi,305,735,172,753,193,19,22,743.24,183.28
40,Tree - jenis belum teridentifikasi,256,630,168,655,190,26,23,643.77,180.11
41,Tree - jenis belum teridentifikasi,264,565,175,585,196,21,22,575.99,187.25
42,Tree - jenis belum teridentifikasi,1636,481,160,522,219,42,60,498.32,190.14
43,Tree - jenis belum teridentifikasi,37,553,188,559,197,7,10,556.43,191.81
44,Tree - jenis belum teridentifikasi,5797,0,141,70,247,71,107,34.25,198.1
45,Tree - jenis belum teridentifikasi,106,642,200,658,210,17,11,650.21,205.3
46,Tree - jenis belum teridentifikasi,194,529,208,543,229,15,22,536.75,218.57
47,Tree - jenis belum teridentifikasi,56,561,213,569,223,9,11,564.98,218.7
48,Tree - jenis belum teridentifikasi,23,604,219,609,223,6,5,606.43,220.91
49,Tree - jenis belum teridentifikasi,38,586,220,591,228,6,9,589.0,223.79
50,Tree - jenis belum teridentifikasi,75,678,213,686,227,9,15,683.2,221.79
51,Tree - jenis belum teridentifikasi,1024,489,215,518,264,30,50,503.27,238.6
52,Tree - jenis belum teridentifikasi,117,531,230,547,243,17,14,537.97,236.33
53,Tree - jenis belum teridentifikasi,121,656,233,675,245,20,13,664.93,239.17
54,Tree - jenis belum teridentifikasi,75,519,234,529,242,11,9,523.96,238.35
55,Tree - jenis belum teridentifikasi,112,547,235,558,252,12,18,552.96,243.12
56,Tree - jenis belum teridentifikasi,2500,272,226,338,287,67,62,306.44,256.2
57,Tree - jenis belum teridentifikasi,3905,428,206,492,301,65,96,457.37,256.53
58,Tree - jenis belum teridentifikasi,324,513,251,531,281,19,31,521.35,266.24
59,Tree - jenis belum teridentifikasi,589,771,247,798,274,28,28,785.16,261.26
60,Tree - jenis belum teridentifikasi,101,188,259,199,272,12,14,193.25,265.39
61,Tree - jenis belum teridentifikasi,865,309,267,350,308,42,42,325.95,286.72
62,Tree - jenis belum teridentifikasi,272,544,268,563,289,20,22,553.41,278.77
63,Tree - jenis belum teridentifikasi,88,713,276,723,288,11,13,717.36,282.26
64,Tree - jenis belum teridentifikasi,61,718,305,732,311,15,7,725.9,309.02
65,Tree - jenis belum teridentifikasi,181,514,306,526,325,13,20,520.41,314.96
66,Tree - jenis belum teridentifikasi,7507,108,258,205,372,98,115,156.05,318.46
67,Tree - jenis belum teridentifikasi,827,316,301,359,336,44,36,338.99,322.44
68,Tree - jenis belum teridentifikasi,244,493,303,512,324,20,22,503.05,314.39
69,Tree - jenis belum teridentifikasi,1011,276,300,320,337,45,38,295.07,316.82
70,Tree - jenis belum teridentifikasi,275,301,325,316,347,16,23,308.85,336.12
71,Tree - jenis belum teridentifikasi,135,729,331,741,345,13,15,734.85,338.16
72,Tree - jenis belum teridentifikasi,63,652,344,662,351,11,8,656.81,347.52
73,Tree - jenis belum teridentifikasi,205,308,341,324,361,17,21,317.52,350.94
74,Tree - jenis belum teridentifikasi,187,283,340,302,357,20,18,291.18,349.59
75,Tree - jenis belum teridentifikasi,568,324,334,357,361,34,28,340.28,349.33
76,Tree - jenis belum teridentifikasi,4188,465,323,548,406,84,84,508.92,359.5
77,Tree - jenis belum teridentifikasi,370,289,355,317,376,29,22,301.09,366.37
78,Tree - jenis belum teridentifikasi,255,85,359,103,379,19,21,93.95,370.82
79,Tree - jenis belum teridentifikasi,288,313,366,336,383,24,18,325.56,375.79
80,Tree - jenis belum teridentifikasi,259,570,365,588,389,19,25,578.73,378.7
81,Tree - jenis belum teridentifikasi,29,618,384,622,389,5,6,620.07,386.41
82,Tree - jenis belum teridentifikasi,38,643,384,649,390,7,7,645.5,387.05
83,Tree - jenis belum teridentifikasi,73,718,384,729,391,12,8,722.77,386.73
84,Tree - jenis belum teridentifikasi,205,685,380,703,396,19,17,692.81,388.79
85,Tree - jenis belum teridentifikasi,374,655,384,684,399,30,16,670.33,390.19
86,Tree - jenis belum teridentifikasi,868,582,381,618,422,37,42,599.63,401.84
87,Tree - jenis belum teridentifikasi,742,298,383,328,413,31,31,311.73,398.35
88,Tree - jenis belum teridentifikasi,1788,85,367,143,421,59,55,109.77,394.74
89,Tree - jenis belum teridentifikasi,1960,506,409,568,462,63,54,535.78,435.82
90,Tree - jenis belum teridentifikasi,10594,298,352,418,494,121,143,361.81,428.3
91,Tree - jenis belum teridentifikasi,2715,539,426,598,490,60,65,567.18,460.44
92,Tree - jenis belum teridentifikasi,779,510,459,539,493,30,35,526.25,476.05
93,Tree - jenis belum teridentifikasi,776,732,483,767,516,36,34,748.72,499.12
94,Tree - jenis belum teridentifikasi,731,748,516,785,543,38,28,766.11,530.14
95,Tree - jenis belum teridentifikasi,78,927,523,934,535,8,13,930.74,529.35
96,Tree - jenis belum teridentifikasi,30,293,529,298,534,6,6,295.57,531.67
97,Tree - jenis belum teridentifikasi,745,761,534,799,571,39,38,783.64,555.16
98,Tree - jenis belum teridentifikasi,481,795,556,821,587,27,32,806.95,571.75
99,Tree - jenis belum teridentifikasi,213,335,574,350,589,16,16,342.63,581.92
100,Tree - jenis belum teridentifikasi,102,251,578,261,589,11,12,256.13,583.63
101,Tree - jenis belum teridentifikasi,193,813,586,834,601,22,16,824.83,594.28
102,Tree - jenis belum teridentifikasi,86,271,595,280,605,10,11,275.52,599.97
103,Tree - jenis belum teridentifikasi,287,916,597,941,613,26,17,928.16,604.92
104,Tree - jenis belum teridentifikasi,445,923,611,950,637,28,27,936.31,622.98
105,Tree - jenis belum teridentifikasi,539,874,613,904,647,31,35,889.32,628.94
106,Tree - jenis belum teridentifikasi,162,903,621,918,638,16,18,910.35,629.8
107,Tree - jenis belum teridentifikasi,28,2033,628,2038,633,6,6,2035.89,630.29
108,Tree - jenis belum teridentifikasi,314,841,626,866,641,26,16,853.9,634.16
109,Tree - jenis belum teridentifikasi,24,1987,642,1991,648,5,7,1989.29,645.21
110,Tree - jenis belum teridentifikasi,154,833,640,846,657,14,18,839.53,649.06
111,Tree - jenis belum teridentifikasi,49,930,651,937,658,8,8,933.67,654.61
112,Tree - jenis belum teridentifikasi,90,857,655,866,669,10,15,861.9,662.32
113,Tree - jenis belum teridentifikasi,58,838,664,847,673,10,10,842.86,668.52
114,Tree - jenis belum teridentifikasi,120,939,664,947,683,9,20,942.94,673.13
115,Tree - jenis belum teridentifikasi,220,877,669,901,686,25,18,888.65,680.02
116,Tree - jenis belum teridentifikasi,1207,2001,658,2040,701,40,44,2021.25,680.36
117,Tree - jenis belum teridentifikasi,537,776,686,809,708,34,23,792.93,697.2
118,Tree - jenis belum teridentifikasi,32,955,697,962,704,8,8,958.75,700.75
119,Tree - jenis belum teridentifikasi,21,880,704,886,708,7,5,882.67,705.86
120,Tree - jenis belum teridentifikasi,90,836,707,846,717,11,11,841.09,712.22
121,Tree - jenis belum teridentifikasi,453,1800,705,1828,733,29,29,1816.41,717.71
122,Tree - jenis belum teridentifikasi,32,1041,713,1045,721,5,9,1042.69,717.06
123,Tree - jenis belum teridentifikasi,65,857,716,865,726,9,11,860.95,720.89
124,Tree - jenis belum teridentifikasi,30,949,722,953,730,5,9,950.87,726.57
125,Tree - jenis belum teridentifikasi,141,1009,726,1022,739,14,14,1015.18,732.5
126,Tree - jenis belum teridentifikasi,397,2033,717,2047,747,15,31,2040.84,731.95
127,Tree - jenis belum teridentifikasi,28,864,736,871,740,8,5,867.54,737.79
128,Tree - jenis belum teridentifikasi,135,848,748,862,763,15,16,854.19,755.59
129,Tree - jenis belum teridentifikasi,136,877,754,895,766,19,13,886.88,760.01
130,Tree - jenis belum teridentifikasi,162,1063,756,1077,779,15,24,1069.3,767.12
131,Tree - jenis belum teridentifikasi,408,984,768,1008,790,25,23,995.76,778.37
132,Tree - jenis belum teridentifikasi,1686,839,768,892,807,54,40,867.44,785.46
133,Tree - jenis belum teridentifikasi,88,1073,778,1085,793,13,16,1079.65,785.43
134,Tree - jenis belum teridentifikasi,53,577,787,587,793,11,7,581.7,789.92
135,Tree - jenis belum teridentifikasi,1790,893,768,948,813,56,46,915.82,787.69
136,Tree - jenis belum teridentifikasi,362,1018,788,1040,823,23,36,1028.9,803.56
137,Tree - jenis belum teridentifikasi,40,1664,792,1668,801,5,10,1665.67,796.52
138,Tree - jenis belum teridentifikasi,1657,401,781,450,834,50,54,425.94,805.21
139,Tree - jenis belum teridentifikasi,103,570,798,583,808,14,11,576.74,803.21
140,Tree - jenis belum teridentifikasi,91,1084,795,1094,810,11,16,1089.12,803.66
141,Tree - jenis belum teridentifikasi,1257,522,768,569,829,48,62,550.36,802.21
142,Tree - jenis belum teridentifikasi,383,1633,793,1658,815,26,23,1646.97,804.97
143,Tree - jenis belum teridentifikasi,385,191,799,211,826,21,28,201.83,810.59
144,Tree - jenis belum teridentifikasi,92,1769,808,1782,818,14,11,1774.87,813.13
145,Tree - jenis belum teridentifikasi,134,1593,823,1607,835,15,13,1599.92,828.87
146,Tree - jenis belum teridentifikasi,559,0,807,20,840,21,34,8.11,824.8
147,Tree - jenis belum teridentifikasi,220,1733,824,1749,842,17,19,1740.66,833.13
148,Tree - jenis belum teridentifikasi,481,550,824,571,854,22,31,561.48,837.38
149,Tree - jenis belum teridentifikasi,455,1019,818,1036,853,18,36,1027.71,837.14
150,Tree - jenis belum teridentifikasi,421,1546,838,1581,858,36,21,1564.27,848.96
151,Tree - jenis belum teridentifikasi,106,1716,844,1730,854,15,11,1722.35,849.42
152,Tree - jenis belum teridentifikasi,558,1742,840,1767,870,26,31,1754.97,855.49
153,Tree - jenis belum teridentifikasi,1099,1030,829,1066,887,37,59,1045.49,857.04
154,Tree - jenis belum teridentifikasi,1952,1099,831,1151,881,53,51,1126.55,856.92
155,Tree - jenis belum teridentifikasi,130,1532,857,1544,870,13,14,1538.43,863.07
156,Tree - jenis belum teridentifikasi,221,542,864,559,880,18,17,551.1,872.38
157,Tree - jenis belum teridentifikasi,33,1513,870,1519,875,7,6,1516.15,872.52
158,Tree - jenis belum teridentifikasi,76,433,874,446,881,14,8,439.83,877.96
159,Tree - jenis belum teridentifikasi,496,1051,865,1075,890,25,26,1062.66,877.16
160,Tree - jenis belum teridentifikasi,448,1781,865,1810,886,30,22,1793.82,877.23
161,Tree - jenis belum teridentifikasi,115,479,875,494,885,16,11,486.45,879.9
162,Tree - jenis belum teridentifikasi,364,1832,867,1852,891,21,25,1841.49,879.8
163,Tree - jenis belum teridentifikasi,1614,105,861,144,913,40,53,123.25,886.82
164,Tree - jenis belum teridentifikasi,134,557,887,574,895,18,9,565.34,891.63
165,Tree - jenis belum teridentifikasi,535,1844,880,1871,914,28,35,1857.8,897.46
166,Tree - jenis belum teridentifikasi,1645,132,872,181,922,50,51,156.54,896.82
167,Tree - jenis belum teridentifikasi,330,1049,885,1067,911,19,27,1057.45,898.19
168,Tree - jenis belum teridentifikasi,424,1626,889,1659,908,34,20,1643.46,898.67
169,Tree - jenis belum teridentifikasi,77,502,898,511,906,10,9,506.47,901.83
170,Tree - jenis belum teridentifikasi,194,1576,898,1598,910,23,13,1586.37,903.75
171,Tree - jenis belum teridentifikasi,80,1762,918,1772,928,11,11,1767.24,922.8
172,Tree - jenis belum teridentifikasi,225,1857,914,1878,931,22,18,1865.64,923.13
173,Tree - jenis belum teridentifikasi,452,1585,925,1614,943,30,19,1599.37,934.78
174,Tree - jenis belum teridentifikasi,34,1025,936,1030,942,6,7,1027.12,939.06
175,Tree - jenis belum teridentifikasi,23,1041,943,1046,947,6,5,1043.09,944.91
176,Tree - jenis belum teridentifikasi,867,1650,937,1689,966,40,30,1669.29,951.13
177,Tree - jenis belum teridentifikasi,463,1701,937,1727,965,27,29,1713.71,950.85
178,Tree - jenis belum teridentifikasi,628,1726,938,1755,966,30,29,1742.49,952.29
179,Tree - jenis belum teridentifikasi,977,470,926,513,972,44,47,498.03,952.14
180,Tree - jenis belum teridentifikasi,740,1583,942,1613,972,31,31,1599.79,957.25
181,Tree - jenis belum teridentifikasi,812,1614,938,1640,974,27,37,1626.2,955.17
182,Tree - jenis belum teridentifikasi,275,23,947,48,965,26,19,33.82,955.51
183,Tree - jenis belum teridentifikasi,575,1756,943,1780,970,25,28,1767.93,955.76
184,Tree - jenis belum teridentifikasi,390,1520,950,1543,973,24,24,1532.37,960.49
185,Tree - jenis belum teridentifikasi,1829,1819,938,1879,984,61,47,1850.84,959.35
186,Tree - jenis belum teridentifikasi,898,1779,947,1825,978,47,32,1798.35,963.84
187,Tree - jenis belum teridentifikasi,75,1918,965,1926,977,9,13,1922.89,970.28
188,Tree - jenis belum teridentifikasi,245,163,965,185,979,23,15,174.51,971.54
189,Tree - jenis belum teridentifikasi,43,1984,970,1990,978,7,9,1986.95,973.7
190,Tree - jenis belum teridentifikasi,91,1674,970,1684,982,11,13,1678.96,976.89
191,Tree - jenis belum teridentifikasi,177,8,972,21,990,14,19,14.31,980.62
192,Tree - jenis belum teridentifikasi,520,20,963,43,1002,24,40,31.14,979.24
193,Tree - jenis belum teridentifikasi,575,81,970,128,993,48,24,105.74,979.53
194,Tree - jenis belum teridentifikasi,216,77,978,96,993,20,16,85.44,985.44
195,Tree - jenis belum teridentifikasi,93,1900,980,1910,989,11,10,1905.28,984.78
196,Tree - jenis belum teridentifikasi,252,198,975,215,996,18,22,207.63,985.92
197,Tree - jenis belum teridentifikasi,250,1937,981,1963,999,27,19,1949.06,990.29
198,Tree - jenis belum teridentifikasi,38,529,983,537,991,9,9,531.58,988.11
199,Tree - jenis belum teridentifikasi,57,1109,989,1121,995,13,7,1115.09,992.53
200,Tree - jenis belum teridentifikasi,493,230,973,249,1008,20,36,238.88,992.5
201,Tree - jenis belum teridentifikasi,73,122,998,134,1010,13,13,128.59,1004.41
202,Tree - jenis belum teridentifikasi,218,185,992,203,1011,19,20,192.44,1002.2
203,Tree - jenis belum teridentifikasi,23,547,1000,551,1006,5,7,549.13,1003.61
204,Tree - jenis belum teridentifikasi,3471,448,953,518,1029,71,77,483.73,996.33
205,Tree - jenis belum teridentifikasi,37,640,1010,648,1017,9,8,644.19,1013.27
206,Tree - jenis belum teridentifikasi,113,538,1013,557,1022,20,10,547.04,1017.8
207,Tree - jenis belum teridentifikasi,121,255,1016,267,1032,13,17,261.08,1023.29
208,Tree - jenis belum teridentifikasi,518,234,1023,259,1055,26,33,244.53,1039.98
209,Tree - jenis belum teridentifikasi,150,187,1029,208,1042,22,14,198.57,1035.52
210,Tree - jenis belum teridentifikasi,2816,450,1030,520,1122,71,93,492.91,1061.0
211,Tree - jenis belum teridentifikasi,40,176,1037,186,1043,11,7,181.43,1040.8
212,Tree - jenis belum teridentifikasi,56,122,1041,138,1046,17,6,128.8,1043.0
213,Tree - jenis belum teridentifikasi,36,657,1042,662,1049,6,8,659.39,1045.19
214,Tree - jenis belum teridentifikasi,112,672,1044,686,1054,15,11,679.8,1048.85
215,Tree - jenis belum teridentifikasi,95,13,1041,22,1055,10,15,17.03,1048.61
216,Tree - jenis belum teridentifikasi,558,884,1039,906,1069,23,31,894.76,1054.17
