instance_id,tree_type,area_pixels,bbox_x,bbox_y,bbox_x2,bbox_y2,bbox_width,bbox_height,centroid_x,centroid_y
1,Tree - jenis belum teridentifikasi,59,1179,10,1187,18,9,9,1183.9,13.2
2,Tree - jenis belum teridentifikasi,30,1250,10,1250,39,1,30,1250.0,24.5
3,Tree - jenis belum teridentifikasi,5044,1178,0,1334,47,157,48,1263.29,17.71
4,Tree - jenis belum teridentifikasi,28,1292,10,1292,37,1,28,1292.0,23.5
5,Tree - jenis belum teridentifikasi,1150,1393,0,1437,31,45,32,1415.2,14.06
6,Tree - jenis belum teridentifikasi,143,332,7,344,22,13,16,337.94,14.56
7,Tree - jenis belum teridentifikasi,166,1785,12,1800,26,16,15,1792.21,19.42
8,Tree - jenis belum teridentifikasi,639,1853,7,1885,36,33,30,1867.88,22.41
9,Tree - jenis belum teridentifikasi,1512,1806,0,1855,56,50,57,1830.32,24.17
10,Tree - jenis belum teridentifikasi,2102,473,5,535,53,63,49,503.5,26.2
11,Tree - jenis belum teridentifikasi,50,1185,33,1193,39,9,7,1188.52,35.56
12,Tree - jenis belum teridentifikasi,69,1791,33,1799,42,9,10,1795.0,36.55
13,Tree - jenis belum teridentifikasi,237,62,32,80,52,19,21,71.58,40.55
14,Tree - jenis belum teridentifikasi,739,1838,34,1875,63,38,30,1856.89,48.39
15,Tree - jenis belum teridentifikasi,109,391,44,402,56,12,13,396.41,50.34
16,Tree - jenis belum teridentifikasi,239,410,50,429,71,20,22,418.14,57.78
17,Tree - jenis belum teridentifikasi,806,1406,30,1434,72,29,43,1421.05,52.38
18,Tree - jenis belum teridentifikasi,1440,10,29,54,79,45,51,28.74,51.97
19,Tree - jenis belum teridentifikasi,285,429,52,447,74,19,23,438.7,61.29
20,Tree - jenis belum teridentifikasi,202,1819,60,1833,78,15,19,1825.36,68.84
21,Tree - jenis belum teridentifikasi,191,1864,59,1888,70,25,12,1877.2,64.52
22,Tree - jenis belum teridentifikasi,454,1429,57,1452,88,24,32,1442.15,73.6
23,Tree - jenis belum teridentifikasi,308,1830,62,1848,89,19,28,1838.71,74.27
24,Tree - jenis belum teridentifikasi,230,436,75,445,111,10,37,440.51,89.1
25,Tree - jenis belum teridentifikasi,203,1848,75,1865,91,18,17,1856.64,83.81
26,Tree - jenis belum teridentifikasi,166,406,72,415,97,10,26,411.1,86.05
27,Tree - jenis belum teridentifikasi,3133,35,47,107,121,73,75,69.78,88.74
28,Tree - jenis belum teridentifikasi,370,1410,87,1440,104,31,18,1425.49,96.15
29,Tree - jenis belum teridentifikasi,395,1648,86,1663,115,16,30,1656.3,101.48
30,Tree - jenis belum teridentifikasi,73,808,98,817,108,10,11,812.23,102.42
31,Tree - jenis belum teridentifikasi,3935,337,56,416,159,80,104,371.93,107.18
32,Tree - jenis belum teridentifikasi,4510,0,29,74,153,75,125,26.6,108.42
33,Tree - jenis belum teridentifikasi,111,108,110,123,119,16,10,115.22,114.38
34,Tree - jenis belum teridentifikasi,6704,689,69,787,168,99,100,733.71,119.28
35,Tree - jenis belum teridentifikasi,300,484,110,512,122,29,13,497.79,116.43
36,Tree - jenis belum teridentifikasi,109,512,113,523,122,12,10,517.54,117.41
