instance_id,tree_type,area_pixels,bbox_x,bbox_y,bbox_x2,bbox_y2,bbox_width,bbox_height,centroid_x,centroid_y
1,Tree - jenis belum teridentifikasi,408,934,0,965,19,32,20,947.32,7.2
2,Tree - jenis belum teridentifikasi,314,1664,13,1682,31,19,19,1672.84,22.24
3,Tree - jenis belum teridentifikasi,82,1785,49,1799,57,15,9,1792.23,52.37
4,Tree - jenis belum teridentifikasi,1995,787,33,827,99,41,67,807.18,67.64
5,Tree - jenis belum teridentifikasi,559,1950,66,1978,98,29,33,1962.77,81.83
6,Tree - jenis belum teridentifikasi,286,1480,115,1501,133,22,19,1491.13,123.85
7,Tree - jenis belum teridentifikasi,205,335,118,352,132,18,15,343.23,125.02
8,Tree - jenis belum teridentifikasi,79,641,122,649,133,9,12,644.71,127.75
9,Tree - jenis belum teridentifikasi,270,882,121,895,144,14,24,889.61,133.33
10,Tree - jenis belum teridentifikasi,126,1516,134,1534,143,19,10,1524.45,139.1
11,Tree - jenis belum teridentifikasi,126,338,140,351,155,14,16,344.37,148.13
12,Tree - jenis belum teridentifikasi,28,52,152,56,159,5,8,53.79,155.04
13,Tree - jenis belum teridentifikasi,73,1497,155,1510,162,14,8,1502.51,159.49
14,Tree - jenis belum teridentifikasi,78,1427,160,1438,175,12,16,1433.05,167.04
15,Tree - jenis belum teridentifikasi,33,1567,166,1574,171,8,6,1569.91,168.94
16,Tree - jenis belum teridentifikasi,321,1536,164,1557,192,22,29,1548.39,176.99
17,Tree - jenis belum teridentifikasi,69,1408,179,1417,188,10,10,1412.67,183.54
18,Tree - jenis belum teridentifikasi,226,1623,184,1642,198,20,15,1633.03,191.52
19,Tree - jenis belum teridentifikasi,463,1642,190,1663,220,22,31,1650.76,202.21
20,Tree - jenis belum teridentifikasi,41,1582,195,1588,202,7,8,1584.95,198.46
21,Tree - jenis belum teridentifikasi,366,1536,191,1557,211,22,21,1544.79,200.97
22,Tree - jenis belum teridentifikasi,61,1922,205,1931,212,10,8,1925.93,208.77
23,Tree - jenis belum teridentifikasi,893,1610,197,1641,235,32,39,1625.27,216.69
24,Tree - jenis belum teridentifikasi,33,51,218,58,223,8,6,54.91,220.42
25,Tree - jenis belum teridentifikasi,366,1545,211,1567,243,23,33,1554.87,228.42
26,Tree - jenis belum teridentifikasi,92,1733,225,1749,235,17,11,1740.37,229.82
27,Tree - jenis belum teridentifikasi,222,1394,218,1412,236,19,19,1403.22,228.66
28,Tree - jenis belum teridentifikasi,382,1996,224,2024,244,29,21,2009.11,233.65
29,Tree - jenis belum teridentifikasi,332,1201,210,1222,243,22,34,1211.87,229.77
30,Tree - jenis belum teridentifikasi,304,1638,225,1663,242,26,18,1649.47,235.19
31,Tree - jenis belum teridentifikasi,409,884,226,911,247,28,22,897.69,235.33
32,Tree - jenis belum teridentifikasi,54,1536,237,1542,247,7,11,1538.17,242.31
33,Tree - jenis belum teridentifikasi,7,2031,243,2037,243,7,1,2034.0,243.0
34,Tree - jenis belum teridentifikasi,144,15,243,38,252,24,10,25.42,247.44
35,Tree - jenis belum teridentifikasi,71,1402,245,1414,252,13,8,1408.1,248.39
36,Tree - jenis belum teridentifikasi,146,1729,237,1741,255,13,19,1734.01,246.91
37,Tree - jenis belum teridentifikasi,43,1424,253,1428,268,5,16,1425.7,261.44
38,Tree - jenis belum teridentifikasi,200,1561,257,1576,273,16,17,1567.92,265.65
39,Tree - jenis belum teridentifikasi,31,1466,265,1470,271,5,7,1467.74,267.81
