instance_id,tree_type,area_pixels,bbox_x,bbox_y,bbox_x2,bbox_y2,bbox_width,bbox_height,centroid_x,centroid_y
1,Tree - jenis belum teridentifikasi,722,79,0,136,16,58,17,109.75,6.33
2,Tree - jenis belum teridentifikasi,152,293,0,307,16,15,17,299.67,8.13
3,Tree - jenis belum teridentifikasi,148,337,0,350,17,14,18,343.61,7.25
4,Tree - jenis belum teridentifikasi,115,0,0,20,20,21,21,9.41,9.61
5,Tree - jenis belum teridentifikasi,1290,223,0,275,51,53,52,249.81,17.66
6,Tree - jenis belum teridentifikasi,764,359,9,391,42,33,34,373.83,26.35
7,Tree - jenis belum teridentifikasi,1307,256,17,309,62,54,46,283.87,38.41
8,Tree - jenis belum teridentifikasi,572,348,36,378,67,31,32,362.83,50.37
9,Tree - jenis belum teridentifikasi,91,215,54,227,63,13,10,220.57,58.84
10,Tree - jenis belum teridentifikasi,498,230,48,257,78,28,31,244.43,63.29
11,Tree - jenis belum teridentifikasi,192,0,57,12,75,13,19,5.62,65.52
12,Tree - jenis belum teridentifikasi,29,312,64,317,69,6,6,314.76,66.17
13,Tree - jenis belum teridentifikasi,425,257,59,278,82,22,24,267.76,70.25
14,Tree - jenis belum teridentifikasi,105,199,72,213,87,15,16,205.36,78.58
15,Tree - jenis belum teridentifikasi,63,292,72,301,79,10,8,296.56,75.22
16,Tree - jenis belum teridentifikasi,52,170,90,178,96,9,7,173.44,92.85
17,Tree - jenis belum teridentifikasi,209,344,83,359,99,16,17,351.39,91.83
18,Tree - jenis belum teridentifikasi,207,272,96,285,115,14,20,277.99,105.0
19,Tree - jenis belum teridentifikasi,467,337,100,364,123,28,24,349.15,112.11
20,Tree - jenis belum teridentifikasi,138,243,120,262,141,20,22,253.52,131.07
21,Tree - jenis belum teridentifikasi,228,138,120,154,136,17,17,145.62,128.24
22,Tree - jenis belum teridentifikasi,55,1865,130,1874,138,10,9,1868.51,134.15
23,Tree - jenis belum teridentifikasi,398,38,126,62,150,25,25,48.17,138.04
24,Tree - jenis belum teridentifikasi,950,13,127,50,171,38,45,30.66,149.1
25,Tree - jenis belum teridentifikasi,795,107,123,137,157,31,35,124.62,140.47
26,Tree - jenis belum teridentifikasi,1417,318,123,357,185,40,63,337.57,151.26
27,Tree - jenis belum teridentifikasi,131,58,143,74,154,17,12,66.21,148.77
28,Tree - jenis belum teridentifikasi,454,137,131,162,158,26,28,148.05,145.57
29,Tree - jenis belum teridentifikasi,41,233,145,240,151,8,7,236.59,148.41
30,Tree - jenis belum teridentifikasi,130,1885,145,1899,157,15,13,1891.62,151.27
31,Tree - jenis belum teridentifikasi,177,43,168,59,182,17,15,51.88,175.31
32,Tree - jenis belum teridentifikasi,27,214,178,220,182,7,5,216.59,180.0
33,Tree - jenis belum teridentifikasi,274,347,172,364,192,18,21,355.44,181.71
34,Tree - jenis belum teridentifikasi,23,212,193,217,198,6,6,213.87,195.65
35,Tree - jenis belum teridentifikasi,434,329,194,355,220,27,27,342.83,208.02
36,Tree - jenis belum teridentifikasi,620,1434,213,1474,241,41,29,1453.55,225.56
37,Tree - jenis belum teridentifikasi,669,1054,212,1087,241,34,30,1071.42,226.14
38,Tree - jenis belum teridentifikasi,1691,259,205,309,264,51,60,280.41,234.28
39,Tree - jenis belum teridentifikasi,122,138,243,149,254,12,12,143.2,248.95
40,Tree - jenis belum teridentifikasi,901,1385,230,1433,269,49,40,1411.06,249.89
41,Tree - jenis belum teridentifikasi,710,1032,232,1072,264,41,33,1053.24,248.75
42,Tree - jenis belum teridentifikasi,528,160,241,186,268,27,28,172.92,253.87
43,Tree - jenis belum teridentifikasi,45,300,257,307,263,8,7,303.76,259.87
44,Tree - jenis belum teridentifikasi,449,1428,253,1450,281,23,29,1438.62,267.11
45,Tree - jenis belum teridentifikasi,42,288,276,293,283,6,8,290.45,279.19
46,Tree - jenis belum teridentifikasi,1009,234,264,282,296,49,33,259.58,280.64
47,Tree - jenis belum teridentifikasi,107,1391,278,1404,286,14,9,1397.82,281.72
48,Tree - jenis belum teridentifikasi,300,1439,275,1459,294,21,20,1449.58,284.58
49,Tree - jenis belum teridentifikasi,2235,987,259,1055,327,69,69,1025.95,292.1
50,Tree - jenis belum teridentifikasi,354,1404,279,1428,301,25,23,1415.96,290.9
51,Tree - jenis belum teridentifikasi,192,1429,292,1445,306,17,15,1436.93,298.76
52,Tree - jenis belum teridentifikasi,685,1329,289,1363,326,35,38,1344.48,305.38
53,Tree - jenis belum teridentifikasi,116,1473,304,1486,315,14,12,1478.74,310.16
54,Tree - jenis belum teridentifikasi,1190,764,294,812,332,49,39,787.2,313.64
55,Tree - jenis belum teridentifikasi,113,1375,309,1394,320,20,12,1383.78,314.03
56,Tree - jenis belum teridentifikasi,2497,222,289,287,338,66,50,252.62,312.86
57,Tree - jenis belum teridentifikasi,351,741,306,764,325,24,20,754.49,315.33
58,Tree - jenis belum teridentifikasi,467,730,319,754,349,25,31,741.72,333.19
59,Tree - jenis belum teridentifikasi,69,997,333,1006,342,10,10,1001.58,337.42
60,Tree - jenis belum teridentifikasi,1487,786,325,839,365,54,41,813.37,343.1
61,Tree - jenis belum teridentifikasi,3207,1359,321,1424,406,66,86,1390.77,360.47
62,Tree - jenis belum teridentifikasi,456,1265,368,1286,401,22,34,1275.02,383.55
63,Tree - jenis belum teridentifikasi,500,1163,370,1182,403,20,34,1172.48,387.59
64,Tree - jenis belum teridentifikasi,10838,740,332,880,468,141,137,809.68,398.89
65,Tree - jenis belum teridentifikasi,129,1228,402,1242,414,15,13,1234.82,408.32
66,Tree - jenis belum teridentifikasi,197,1152,401,1166,425,15,25,1160.31,413.59
67,Tree - jenis belum teridentifikasi,90,1175,408,1186,417,12,10,1180.53,412.66
